Zone,Sub-Registrar-Office,Village,Street Name,Land Classification,Year,Price
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2018,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2019,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2020,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2021,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2022,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2023,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2023,712
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,NEHRU NAGAR,Residential Grade I - I,2024,712
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2012,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2013,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2014,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2015,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2016,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2017,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2017,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2018,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2019,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2020,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2021,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2022,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2023,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2023,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,PARAMASIVAN STREET,Residential Grade - IV Category - I,2024,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2012,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2013,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2014,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2015,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2016,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2017,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2017,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2018,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2019,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2020,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2021,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2022,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2023,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2023,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,ROSE COLONY,Residential Grade - IV Category - I,2024,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2012,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2013,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2014,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2015,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2016,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2017,1200
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2017,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2018,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2019,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2020,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2021,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2022,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2023,804
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2023,1069
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SAMAYANALLUR ROAD,Commercial Area Grade I Category - II,2024,1069
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2012,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2013,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2014,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2015,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2016,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2017,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2017,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2018,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2019,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2020,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2021,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2022,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2023,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2023,498
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SATHYA NAGAR,Residential Grade III - I,2024,498
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2012,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2013,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2014,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2015,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2016,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2017,800
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2017,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2018,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2019,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2020,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2021,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2022,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2023,536
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2023,712
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,SINGAMPIDARI KOVIL STREET,Residential Grade I - I,2024,712
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2012,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2013,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2014,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2015,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2016,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2017,650
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2017,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2018,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2019,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2020,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2021,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2022,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2023,435
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2023,578
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,THIRUVALLUR STREET,Residential Grade II - I,2024,578
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2012,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2013,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2014,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2015,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2016,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2017,640
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2017,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2018,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2019,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2020,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2021,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2022,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2023,429
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2023,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VAIGAI RIVER STREET,Residential Grade - IV Category - I,2024,570
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2012,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2013,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2014,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2015,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2016,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2017,560
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2017,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2018,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2019,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2020,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2021,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2022,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2023,375
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2023,498
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VINCENT NAGAR,Residential Grade III - I,2024,498
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2012,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2013,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2014,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2015,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2016,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2017,900
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2017,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2018,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2019,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2020,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2021,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2022,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2023,603
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2023,801
Madurai,Madurai North Joint 1,VILANGUDI CORPORATION,VIVEKANANDA STREET,Residential Special Category - II,2024,801
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2017,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2018,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2019,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2020,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2021,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2022,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2023,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,D.D.ROAD BANGAJAM COLONY,Residential Special Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,RUCKMANIPALAYAM LANE,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2012,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2013,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2014,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2015,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2016,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2017,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2017,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2018,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2019,1340
